Title,Date,Image URL,Likes Count
"Hoteliers, Are You Using Mobile to Support Your Online Reputation Management?","JULY 31, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Reputation-Popular-Ranking-Hon-184164262-3596x1798-scaled.jpg,0
7 Practical tips to improve online reviews of your hotel,"JULY 25, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Online-Reviews-Evaluation-Time-185136694-2800x1400-scaled.jpg,0
14 Features to Consider Before Your Hotel Decides to Devote In a Channel Manager,"JULY 24, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2016/03/Channel-Management-Features-to-Choose-the-Right-Hotel-Channel-Manager.webp,0
Managing Hotel Guest Sentiment and Online Presence to Create Revenue Centric Culture,"JULY 19, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Business-Man-Select-Happy-156570752-2800x1400-scaled.jpg,0
"Hoteliers, You Need a Channel Manager with an Edge to Stand out from Competition","JULY 18, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Distribution-900x450.jpg,0
Blockchain and its potential to upend the travel industry,"JULY 17, 2017",,0
"Hoteliers, Learn How to Create A Revenue Centric Culture in Your Hotel","JULY 10, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Increase-Sales-Revenue-66983953-765x382-764x382-1.jpg,0
"Hoteliers, Learn About The Growing Importance of Hotel Online Reputation Management","JULY 4, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Reputation-Management-145495634-2800x1400-scaled.jpg,0
How to Make Restaurant’s Online Reputation a Secret Sauce in Enhancing your Hotel Brand?,"JUNE 28, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/restaurant_online_repuptation2-870x435.jpg,0
Engaging Travelers Through Social Media Can Reap Umpteen Benefits for Hotels,"JUNE 19, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-social-media-960x480.jpg,0
Approach For A Balanced Hotel Distribution Strategy - Learn Why Hotels Should Adopt It,"JUNE 14, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/channelmanager-1094x547.png,0
9 Tips to Build a Hotel’s Facebook Strategy & Improve Guest Experience,"JUNE 6, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/facebook_bannerImg-764x382.jpg,0
Top Trends: Millennial Travelers & the Hospitality Sector,"MAY 30, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/4FA1CA06CC244CDA241A54F378ACCCBFD4056C5D0D5865A59Fpimgpsh_fullsize_distr-764x382.jpg,0
Evolving Role Of Hotel Revenue Manager - Part 4,"MAY 26, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/blog_img-764x382.jpg,0
The Evolving Role of Revenue Managers - Part 3,"MAY 24, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Competitive-Edge-119382113-2800x1400-scaled.jpg,0
Good translation key to staying in global marketplace,"MAY 24, 2017",,0
The Evolving Role Of Hotel Revenue Managers – Part 2,"MAY 17, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-165382157-2800x1400-scaled.jpg,0
How Your Hotel distribution & Online Reputation Strategy is key to RevPAR Management,"MAY 15, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-184358374-3000x1500-scaled.jpg,0
The Evolving Role of Hotel Revenue Managers - Part 1,"MAY 10, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Finance-Report-Concept-Flat-S-124822064-3000x1500-scaled.jpg,0
5 Effective Ways Hotels Could Conduct Guest Surveys and Loyalty Programs,"MAY 2, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Business-Man-Select-Happy-156570752-2800x1400-scaled.jpg,0
"Hoteliers, Are Vacation Rentals Eating Your Lunch?","APRIL 26, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2017/04/vacation-rental_airbnb-1428x714-1024x512-1.jpg,0
Abbreviations are not a content strategy,"APRIL 24, 2017",,0
The Future of Hotel Revenue Management – BOTs or Humans?,"APRIL 18, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/artificial-intelligence-risk-reward-now-labs-2088x1044.jpg,0
"Hoteliers, Learn How to Overcome the Challenges in Online Reputation Management","APRIL 14, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Business-Or-Marketing-Concept-181728700-1-617x308.jpg,0
Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 4,"APRIL 13, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Seasonality-356x178.png,0
Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 3,"APRIL 11, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Competitive-Advantage-Concept-118415714-2750x1375-scaled.jpg,0
Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 2,"APRIL 7, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Businessman-Hand-Drawing-Sales-118618487-3800x1900-scaled.jpg,0
Solving the hospitality industry’s ‘content conundrum’,"APRIL 3, 2017",,0
Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 1,"APRIL 3, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-153294449-3000x1500-scaled.jpg,0
"Hoteliers, Beat the Competition and Be The Market Leaders By Adopting Automation","MARCH 27, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/automation-764x382-764x382.jpg,0
How Can Hotels Use Google to Maximise their Online Presence?,"MARCH 17, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/google_banner_img-764x382.jpg,0
Revenue Management & Marketing Automation can Help Independent Hotels Stay Ahead,"MARCH 14, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Action-Plan-Action-Plan-Str-159437243-2800x1400-scaled.jpg,0
Big Data Challenge,"MARCH 8, 2017",,0
"Hoteliers, Design Your Revenue Management Strategy in Pre-Opening Stage","MARCH 2, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-133294829-2800x1400-scaled.jpg,0
"Hoteliers, Keep a Track of Events and Holidays To Increase your Revenue Many Folds","FEBRUARY 20, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Calendar-Note-Schedule-Memo-Ma-148425554-2800x1400-scaled.jpg,0
3 Effective Hotel Pricing Strategy Can Boost Your Hotel Revenue,"FEBRUARY 13, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Pricing-Strategy-141013019-2800x1400-scaled.jpg,2
How to Manage Hotel's Online Reviews & Guest Experience,"FEBRUARY 2, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-reviews-760x380.jpg,0
Why Should Hotels Pay Special Attention to Demand Forecasting?,"JANUARY 25, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotelier-demand-forecasting-762x381.jpg,0
"The Brilliant Hotelier: Face to face with Deanna Jayasundera from Theme Resorts and Spas, Sri Lanka","JANUARY 16, 2017",,0
RateGain’s Top 12 Blogs of 2016,"JANUARY 3, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Final-White-3-800x400.png,0
Managing Real-Time Room Inventories Across Multiple OTAs,"DECEMBER 27, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/otas-versus-branddotcom-1740x870.png,0
"The Brilliant Hotelier: Face 2 Face with Ria Roberto, the Director of Revenue Management at Kenz Hotel Management, UAE","DECEMBER 19, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/al-manzel-3-1024x763-1024x512.jpg,0
Be the Revenue Management Hero of your Hotel,"NOVEMBER 28, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/rev_hero_img-472x236.jpg,0
"Hotels, Let’s Go Direct!","NOVEMBER 23, 2016",,0
Tips to Build Customer Loyalty for Your Restaurant,"NOVEMBER 21, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/restaurant-948x474.jpg,0
"Systems Reliability, A Necessity for Hotel Operations: Part 2","NOVEMBER 18, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Summer-Vacation-And-Online-Boo-98043824-1-300x141-282x141.jpg,0
Is Your Hotel United by Goals but Divided by Systems?,"NOVEMBER 16, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/sdf-740x370.jpg,0
"The Brilliant Hotelier: Face 2 Face with I Nyoman Astama, General Manager of the Bali Niksoma Boutique Beach Resort","NOVEMBER 15, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bali-niksoma2-1024x544-1024x512.jpg,0
"Systems Reliability, A Necessity for Hotel Operations: Part 1","NOVEMBER 11, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Novotel_Muenchen_M_3050027c-460x230.jpg,0
Is your Hotel Website Ready for Google's Latest Mobile Updates,"NOVEMBER 8, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Google-update-mobile-friendly-850x425.png,0
Optimize Your Hotel’s SEO and Mobile Strategy,"NOVEMBER 3, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-130275857-900x450.jpg,0
"The Brilliant Hotelier: Face 2 Face with Stavros Drakou, Director at Cyprotels Hotels and Resorts, Cyprus","NOVEMBER 2, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/cypro-900x450.png,0
What’s spookier than Halloween for Hoteliers?,"OCTOBER 26, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/pumpkins-3-849x424.jpg,0
Tapping the phenomenal potential of the Asia Pacific region,"OCTOBER 10, 2016",,0
"The Brilliant Hotelier: Face 2 Face with Trisna Widia, Marketing & E-Commerce Manager, Prime Plaza Hotels and Resorts, Indonesia","OCTOBER 6, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/PPHotels-768x1024-768x384.jpg,0
How to Increase Hotel Direct Bookings? Don’t Ignore the Role of a Booking Engine,"SEPTEMBER 26, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/drive-direct-bookings-1024x512-1024x512.jpg,0
Weary of Disruption? 5 Simple Steps to Disrupt the Disruptions in the Rapidly Changing Hospitality Industry,"SEPTEMBER 21, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Disruption3-420x210.jpg,0
Disruption in the Hotel Industry and Changing Face of the Global Travel Market,"SEPTEMBER 16, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/fdg-440x220.jpg,0
"The Brilliant Hotelier: Tête-à-Tête with Richard Lewis, the CEO of Landmark Hotels, Dubai","SEPTEMBER 15, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/df-1430x715.jpg,0
The fast-changing world of hospitality distribution,"SEPTEMBER 12, 2016",,0
"Hotels, Are You Prepared for Digital Detox Travelers?","SEPTEMBER 6, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/No-wifi-image-568x284.jpg,0
"The Brilliant Hotelier: Face 2 Face with the Revenue Director at J5 Rimal Hotel Apartments, Dubai","SEPTEMBER 2, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/J5-Rimal-900x450.jpg,0
How Hotels of Tomorrow are Improving Guest Experience with Technology?,"SEPTEMBER 1, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/fg-584x292.jpg,0
Sharing economy and alternative lodging offer great opportunities,"AUGUST 29, 2016",,0
How can Hotels Generate More Revenue from Customer Loyalty - Part II,"AUGUST 25, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/make-hotel-revenue-customer-loyalty-1430x715.jpg,0
How can Hotels Generate More Revenue from Customer Loyalty - Part I,"AUGUST 19, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/expert-1718x859.jpg,0
Travel agents: a re-emerging force in hospitality distribution,"AUGUST 15, 2016",,0
5 Things About Hotel Revenue Management Your Boss Wants to Know – Part II,"JULY 28, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/blog-900x450.jpg,0
Pikachu Conjures his Pokemon Friends for Increasing Hotel Revenues,"JULY 26, 2016",,0
The sensible economics of 'one to many',"JULY 26, 2016",,0
5 Things About Hotel Revenue Management Your Boss Wants to Know - Part I,"JULY 22, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Increase-Sales-Revenue-66983953-765x382-764x382-1.jpg,0
"Hotels, Improve your Online Distribution Strategy with Six Simple Tips","JULY 12, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/channelmanager-1094x547.png,0
How to Ensure the Demand Generated is Translated into Increased Revenues?,"JULY 11, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-revenue-management-system-900x450.jpg,0
"Brexit: The Impact on Travel and Tourism Industry, Now and Later","JUNE 27, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Brexit-900x450.jpg,0
Create a new chapter in the relationship between Your Hotel & Guests with Chat Tools,"JUNE 21, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/guest-satisfaction-900x450.jpg,0
Effective Ways to Measure & Generate Demand – Part V,"JUNE 19, 2016",,0
Effective Ways to Measure & Generate Demand – Part IV,"JUNE 17, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Online-Guest-Reviews-hotels-900x450.jpg,0
Effective Ways to Measure & Generate Demand - Part II,"JUNE 15, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-demand-900x450.jpg,0
Effective Ways to Measure & Generate Demand – Part III,"JUNE 15, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Way-connection-or-Common-Pool-Inventory-963x481.png,0
Effective Ways to Measure and Generate Demand - Part I,"MAY 17, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/rate-intelligence-900x450.jpg,0
8 Top Tips to Choose the Right Hotel Channel Manager,"MAY 3, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2016/03/Channel-Management-Top-Tips-to-Choose-the-Right-Hotel-Channel-Manager.webp,0
Comparing and Contrasting Industry Problems with Revenue Optimisation,"APRIL 27, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Rev1-699x349.jpg,0
"Making Cents of RevGain: An Interview With the Revenue Manager at St. George Lycabettus Hotel, Greece","APRIL 20, 2016",,0
Tapping the potential of emerging markets,"APRIL 19, 2016",,0
"Unity for Revenue Management: An Interview With the Revenue Analyst at The Manila Hotel, Philippines","APRIL 14, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Louie-Reyes.jpg,0
How to Choose the Right Rate Optimisation Tool for Your Hotel?,"APRIL 6, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/rate-900x450.jpg,0
New partnerships underscore benefits of DHISCO’s ‘direct-to-many’ solutions,"APRIL 4, 2016",,0
Airbnb: An Alternate Lodging Threat to Hotels?,"MARCH 21, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/london-e2-678x339.jpg,0
21 Points to Consider while Buying a Rate Shopping Tool for Your Hotel,"MARCH 9, 2016",,0
Did You Know? It’s critical to Push Rates along with Occupancy,"FEBRUARY 19, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/shutterstock_828033041-300x150.jpg,0
Hotel Demand Forecasting: Top 3 Ways Hoteliers Can Leverage this Strategic Management Tool,"FEBRUARY 12, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/room-forecasting-1216x608.jpg,0
7 Quick Tips For Your Hotel Pre-Opening In 2017,"FEBRUARY 12, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/dfs-1024x683-1024x512.jpg,0
Zika virus outbreak: Is tourism industry in Central and South America on risk?,"FEBRUARY 8, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Zika-586x293.png,0
How to make 35% more revenue? Tap the power of Scientific Pricing,"JANUARY 27, 2016",,0
Want to Maximize Your Hotel Revenue? Get Your Room Forecast Accurate ASAP,"JANUARY 8, 2016",,0
9 Undeniable Advantages of Hotel Room Forecasting,"JANUARY 3, 2016",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/business-ohot-762x381.jpg,0
Golden Rules to Make the Most of Your Hotel’s Facebook Page,"DECEMBER 15, 2015",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-social-media-960x480.jpg,0
DHISCO’s big data challenge,"DECEMBER 10, 2015",,0
A Revenue Management mistake that you need to avoid today,"OCTOBER 23, 2015",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/comp-sets-838x419.jpg,0
The UK RevPAR Growth Story: Promises and Challenges,"OCTOBER 19, 2015",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/london-e2-678x339-1.jpg,0
August 2015: Parity Performance. Where Does Your City Stand? – Latin America,"SEPTEMBER 28, 2015",,0
Introducing BrandGain Restaurant Module,"SEPTEMBER 18, 2015",,0
"Q&A with new DHISCO CEO Toni Portmann, on taking Pegasus beyond the hotel switch","SEPTEMBER 16, 2015",,0
Revenue optimisation love story: Grandhotel Zvon achieves 34% growth in revenue with scientific pricing,"SEPTEMBER 16, 2015",,0
Scientific pricing is no longer the Lamborghini you can never have.,"SEPTEMBER 14, 2015",,0
"As other hotel distribution fees rise, DHISCO represents less than 1% of booking costs","AUGUST 5, 2015",,0
UNT Big Data Challenge,"JULY 21, 2015",,0
How to improve your hotel's online reputation using a 100 year old mathematics principle,"JULY 16, 2015",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/pareto-e-700x350.jpg,2
Total Pricing,"JULY 13, 2015",,0
Update from HEDNA Barcelona: Forecast is sunny,"JUNE 12, 2015",,0
RevPar Growth in Europe: The top three cities,"JUNE 4, 2015",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/europe-revpar-growth_rategain-700x350.png,0
The news for the hotel industry just keeps getting better,"MAY 19, 2015",,0
Three important elements your Revenue Management system is missing,"APRIL 29, 2015",https://rategaincom.wpenginepowered.com/wp-content/uploads/2015/04/11-elements-blog.jpg,0
5 ways to Maximize Hotel Revenues in the Era of Mobile Bookings,"APRIL 21, 2015",,0
Will airbnb disrupt the hotel business or just play on the sidelines?,"APRIL 14, 2015",,0
3 Questions RateGain will Answer for you at WTM Latin America,"MARCH 23, 2015",,0
5 Key Highlights of Super Successful RateGain’s Hotel Revenue Summit 2015 Jakarta,"MARCH 19, 2015",,0
Reviews and Ratings: A simple way to use them to support your transient pricing strategy,"MARCH 10, 2015",,0
ITB Berlin: 5 Steps to Making Your Visit a Success,"FEBRUARY 25, 2015",,0
Accor Hotels Partners with RateGain for its Rate Shopping Solution Integration,"FEBRUARY 23, 2015",,0
RateGain Bags Top Honour at The 2nd Inc. India Innovative100 Conference and Awards Gala,"FEBRUARY 19, 2015",,0
3 Reasons to visit RateGain at ITB Berlin,"FEBRUARY 12, 2015",,0
Top 3 Tips to Price Your Hotel Rooms Right in 2015,"FEBRUARY 12, 2015",,0
Europe's Outlook for 2015: What it means for your Hotel,"FEBRUARY 9, 2015",,1
"RateGain Announces Merril Yu and Sunish Sadasivan as Hotel Revenue Summit, Manila Keynote Speakers","FEBRUARY 6, 2015",,1
"Join RateGain at Hotel Revenue Summit, Manila on February 12th, 2015","FEBRUARY 4, 2015",,1
